Federación;Deportistas;Sexo;periodo;Total
Kickboxing y Muaythai;Valores absolutos;Mujeres;2009;3
Kickboxing y Muaythai;Valores absolutos;Mujeres;2008;3
Kickboxing y Muaythai;Valores absolutos;Mujeres;2007;1
Kickboxing y Muaythai;Valores absolutos;Mujeres;2006;1
Kickboxing y Muaythai;Valores absolutos;Mujeres;2005;0
Kickboxing y Muaythai;Porcentaje;TOTAL;2024;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2023;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2022;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2021;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2020;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2019;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2018;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2017;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2016;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2015;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2014;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2013;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2012;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2011;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2010;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2009;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2008;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2007;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2006;100,0
Kickboxing y Muaythai;Porcentaje;TOTAL;2005;100,0
Kickboxing y Muaythai;Porcentaje;Hombres;2024;60,8
Kickboxing y Muaythai;Porcentaje;Hombres;2023;65,2
Kickboxing y Muaythai;Porcentaje;Hombres;2022;66,0
Kickboxing y Muaythai;Porcentaje;Hombres;2021;70,6
Kickboxing y Muaythai;Porcentaje;Hombres;2020;70,6
Kickboxing y Muaythai;Porcentaje;Hombres;2019;72,4
Kickboxing y Muaythai;Porcentaje;Hombres;2018;75,0
Kickboxing y Muaythai;Porcentaje;Hombres;2017;86,7
Kickboxing y Muaythai;Porcentaje;Hombres;2016;100,0
Kickboxing y Muaythai;Porcentaje;Hombres;2015;100,0
Kickboxing y Muaythai;Porcentaje;Hombres;2014;92,3
Kickboxing y Muaythai;Porcentaje;Hombres;2013;83,3
Kickboxing y Muaythai;Porcentaje;Hombres;2012;83,3
Kickboxing y Muaythai;Porcentaje;Hombres;2011;80,0
Kickboxing y Muaythai;Porcentaje;Hombres;2010;80,0
Kickboxing y Muaythai;Porcentaje;Hombres;2009;83,3
Kickboxing y Muaythai;Porcentaje;Hombres;2008;86,4
Kickboxing y Muaythai;Porcentaje;Hombres;2007;93,8
Kickboxing y Muaythai;Porcentaje;Hombres;2006;75,0
Kickboxing y Muaythai;Porcentaje;Hombres;2005;100,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2024;39,2
Kickboxing y Muaythai;Porcentaje;Mujeres;2023;34,8
Kickboxing y Muaythai;Porcentaje;Mujeres;2022;34,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2021;29,4
Kickboxing y Muaythai;Porcentaje;Mujeres;2020;29,4
Kickboxing y Muaythai;Porcentaje;Mujeres;2019;27,6
Kickboxing y Muaythai;Porcentaje;Mujeres;2018;25,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2017;13,3
Kickboxing y Muaythai;Porcentaje;Mujeres;2016;0,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2015;0,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2014;7,7
Kickboxing y Muaythai;Porcentaje;Mujeres;2013;16,7
Kickboxing y Muaythai;Porcentaje;Mujeres;2012;16,7
Kickboxing y Muaythai;Porcentaje;Mujeres;2011;20,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2010;20,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2009;16,7
Kickboxing y Muaythai;Porcentaje;Mujeres;2008;13,6
Kickboxing y Muaythai;Porcentaje;Mujeres;2007;6,3
Kickboxing y Muaythai;Porcentaje;Mujeres;2006;25,0
Kickboxing y Muaythai;Porcentaje;Mujeres;2005;0,0
Luchas Olímpicas;Valores absolutos;TOTAL;2024;108
Luchas Olímpicas;Valores absolutos;TOTAL;2023;97
Luchas Olímpicas;Valores absolutos;TOTAL;2022;90
Luchas Olímpicas;Valores absolutos;TOTAL;2021;58
Luchas Olímpicas;Valores absolutos;TOTAL;2020;51
Luchas Olímpicas;Valores absolutos;TOTAL;2019;54
Luchas Olímpicas;Valores absolutos;TOTAL;2018;52
Luchas Olímpicas;Valores absolutos;TOTAL;2017;41
Luchas Olímpicas;Valores absolutos;TOTAL;2016;39
Luchas Olímpicas;Valores absolutos;TOTAL;2015;32
Luchas Olímpicas;Valores absolutos;TOTAL;2014;33
Luchas Olímpicas;Valores absolutos;TOTAL;2013;38
Luchas Olímpicas;Valores absolutos;TOTAL;2012;31
Luchas Olímpicas;Valores absolutos;TOTAL;2011;30
Luchas Olímpicas;Valores absolutos;TOTAL;2010;27
Luchas Olímpicas;Valores absolutos;TOTAL;2009;32
Luchas Olímpicas;Valores absolutos;TOTAL;2008;23
Luchas Olímpicas;Valores absolutos;TOTAL;2007;19
Luchas Olímpicas;Valores absolutos;TOTAL;2006;12
Luchas Olímpicas;Valores absolutos;TOTAL;2005;10
Luchas Olímpicas;Valores absolutos;Hombres;2024;66
Luchas Olímpicas;Valores absolutos;Hombres;2023;62
Luchas Olímpicas;Valores absolutos;Hombres;2022;58
Luchas Olímpicas;Valores absolutos;Hombres;2021;36
Luchas Olímpicas;Valores absolutos;Hombres;2020;29
Luchas Olímpicas;Valores absolutos;Hombres;2019;28
Luchas Olímpicas;Valores absolutos;Hombres;2018;27
Luchas Olímpicas;Valores absolutos;Hombres;2017;21
Luchas Olímpicas;Valores absolutos;Hombres;2016;19
Luchas Olímpicas;Valores absolutos;Hombres;2015;16
Luchas Olímpicas;Valores absolutos;Hombres;2014;18
Luchas Olímpicas;Valores absolutos;Hombres;2013;23
Luchas Olímpicas;Valores absolutos;Hombres;2012;19
Luchas Olímpicas;Valores absolutos;Hombres;2011;18
Luchas Olímpicas;Valores absolutos;Hombres;2010;15
Luchas Olímpicas;Valores absolutos;Hombres;2009;18
Luchas Olímpicas;Valores absolutos;Hombres;2008;9
Luchas Olímpicas;Valores absolutos;Hombres;2007;8
Luchas Olímpicas;Valores absolutos;Hombres;2006;4
Luchas Olímpicas;Valores absolutos;Hombres;2005;5
Luchas Olímpicas;Valores absolutos;Mujeres;2024;42
Luchas Olímpicas;Valores absolutos;Mujeres;2023;35
Luchas Olímpicas;Valores absolutos;Mujeres;2022;32
Luchas Olímpicas;Valores absolutos;Mujeres;2021;22
Luchas Olímpicas;Valores absolutos;Mujeres;2020;22
Luchas Olímpicas;Valores absolutos;Mujeres;2019;26
Luchas Olímpicas;Valores absolutos;Mujeres;2018;25
Luchas Olímpicas;Valores absolutos;Mujeres;2017;20
Luchas Olímpicas;Valores absolutos;Mujeres;2016;20
Luchas Olímpicas;Valores absolutos;Mujeres;2015;16
Luchas Olímpicas;Valores absolutos;Mujeres;2014;15
Luchas Olímpicas;Valores absolutos;Mujeres;2013;15
Luchas Olímpicas;Valores absolutos;Mujeres;2012;12
Luchas Olímpicas;Valores absolutos;Mujeres;2011;12
Luchas Olímpicas;Valores absolutos;Mujeres;2010;12
Luchas Olímpicas;Valores absolutos;Mujeres;2009;14
Luchas Olímpicas;Valores absolutos;Mujeres;2008;14
Luchas Olímpicas;Valores absolutos;Mujeres;2007;11
Luchas Olímpicas;Valores absolutos;Mujeres;2006;8
Luchas Olímpicas;Valores absolutos;Mujeres;2005;5
Luchas Olímpicas;Porcentaje;TOTAL;2024;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2023;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2022;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2021;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2020;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2019;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2018;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2017;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2016;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2015;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2014;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2013;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2012;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2011;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2010;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2009;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2008;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2007;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2006;100,0
Luchas Olímpicas;Porcentaje;TOTAL;2005;100,0
Luchas Olímpicas;Porcentaje;Hombres;2024;61,1
Luchas Olímpicas;Porcentaje;Hombres;2023;63,9
Luchas Olímpicas;Porcentaje;Hombres;2022;64,4
Luchas Olímpicas;Porcentaje;Hombres;2021;62,1
Luchas Olímpicas;Porcentaje;Hombres;2020;56,9
Luchas Olímpicas;Porcentaje;Hombres;2019;51,9
Luchas Olímpicas;Porcentaje;Hombres;2018;51,9
Luchas Olímpicas;Porcentaje;Hombres;2017;51,2
Luchas Olímpicas;Porcentaje;Hombres;2016;48,7
Luchas Olímpicas;Porcentaje;Hombres;2015;50,0
Luchas Olímpicas;Porcentaje;Hombres;2014;54,5
Luchas Olímpicas;Porcentaje;Hombres;2013;60,5
Luchas Olímpicas;Porcentaje;Hombres;2012;61,3
Luchas Olímpicas;Porcentaje;Hombres;2011;60,0
Luchas Olímpicas;Porcentaje;Hombres;2010;55,6
Luchas Olímpicas;Porcentaje;Hombres;2009;56,3
Luchas Olímpicas;Porcentaje;Hombres;2008;39,1
Luchas Olímpicas;Porcentaje;Hombres;2007;42,1
Luchas Olímpicas;Porcentaje;Hombres;2006;33,3
Luchas Olímpicas;Porcentaje;Hombres;2005;50,0
Luchas Olímpicas;Porcentaje;Mujeres;2024;38,9
Luchas Olímpicas;Porcentaje;Mujeres;2023;36,1
Luchas Olímpicas;Porcentaje;Mujeres;2022;35,6
Luchas Olímpicas;Porcentaje;Mujeres;2021;37,9
Luchas Olímpicas;Porcentaje;Mujeres;2020;43,1
Luchas Olímpicas;Porcentaje;Mujeres;2019;48,1
Luchas Olímpicas;Porcentaje;Mujeres;2018;48,1
Luchas Olímpicas;Porcentaje;Mujeres;2017;48,8
Luchas Olímpicas;Porcentaje;Mujeres;2016;51,3
Luchas Olímpicas;Porcentaje;Mujeres;2015;50,0
Luchas Olímpicas;Porcentaje;Mujeres;2014;45,5
Luchas Olímpicas;Porcentaje;Mujeres;2013;39,5
Luchas Olímpicas;Porcentaje;Mujeres;2012;38,7
Luchas Olímpicas;Porcentaje;Mujeres;2011;40,0
Luchas Olímpicas;Porcentaje;Mujeres;2010;44,4
Luchas Olímpicas;Porcentaje;Mujeres;2009;43,8
Luchas Olímpicas;Porcentaje;Mujeres;2008;60,9
Luchas Olímpicas;Porcentaje;Mujeres;2007;57,9
Luchas Olímpicas;Porcentaje;Mujeres;2006;66,7
Luchas Olímpicas;Porcentaje;Mujeres;2005;50,0
Montaña y Escalada;Valores absolutos;TOTAL;2024;121
Montaña y Escalada;Valores absolutos;TOTAL;2023;108
Montaña y Escalada;Valores absolutos;TOTAL;2022;116
Montaña y Escalada;Valores absolutos;TOTAL;2021;99
Montaña y Escalada;Valores absolutos;TOTAL;2020;83
Montaña y Escalada;Valores absolutos;TOTAL;2019;88
Montaña y Escalada;Valores absolutos;TOTAL;2018;84
Montaña y Escalada;Valores absolutos;TOTAL;2017;78
Montaña y Escalada;Valores absolutos;TOTAL;2016;76
Montaña y Escalada;Valores absolutos;TOTAL;2015;61
Montaña y Escalada;Valores absolutos;TOTAL;2014;58
Montaña y Escalada;Valores absolutos;TOTAL;2013;48
Montaña y Escalada;Valores absolutos;TOTAL;2012;43
Montaña y Escalada;Valores absolutos;TOTAL;2011;34
Montaña y Escalada;Valores absolutos;TOTAL;2010;24
Montaña y Escalada;Valores absolutos;TOTAL;2009;21
Montaña y Escalada;Valores absolutos;TOTAL;2008;21
Montaña y Escalada;Valores absolutos;TOTAL;2007;18
Montaña y Escalada;Valores absolutos;TOTAL;2006;5
Montaña y Escalada;Valores absolutos;TOTAL;2005;5
Montaña y Escalada;Valores absolutos;Hombres;2024;68
Montaña y Escalada;Valores absolutos;Hombres;2023;61
Montaña y Escalada;Valores absolutos;Hombres;2022;63
Montaña y Escalada;Valores absolutos;Hombres;2021;52
Montaña y Escalada;Valores absolutos;Hombres;2020;44
Montaña y Escalada;Valores absolutos;Hombres;2019;50
Montaña y Escalada;Valores absolutos;Hombres;2018;47
Montaña y Escalada;Valores absolutos;Hombres;2017;46
Montaña y Escalada;Valores absolutos;Hombres;2016;46
Montaña y Escalada;Valores absolutos;Hombres;2015;36
Montaña y Escalada;Valores absolutos;Hombres;2014;32
Montaña y Escalada;Valores absolutos;Hombres;2013;28
Montaña y Escalada;Valores absolutos;Hombres;2012;26
Montaña y Escalada;Valores absolutos;Hombres;2011;19
Montaña y Escalada;Valores absolutos;Hombres;2010;16
Montaña y Escalada;Valores absolutos;Hombres;2009;15
Montaña y Escalada;Valores absolutos;Hombres;2008;14
Montaña y Escalada;Valores absolutos;Hombres;2007;12
Montaña y Escalada;Valores absolutos;Hombres;2006;5
Montaña y Escalada;Valores absolutos;Hombres;2005;3
Montaña y Escalada;Valores absolutos;Mujeres;2024;53
Montaña y Escalada;Valores absolutos;Mujeres;2023;47
Montaña y Escalada;Valores absolutos;Mujeres;2022;53
Montaña y Escalada;Valores absolutos;Mujeres;2021;47
Montaña y Escalada;Valores absolutos;Mujeres;2020;39
Montaña y Escalada;Valores absolutos;Mujeres;2019;38
Montaña y Escalada;Valores absolutos;Mujeres;2018;37
Montaña y Escalada;Valores absolutos;Mujeres;2017;32
Montaña y Escalada;Valores absolutos;Mujeres;2016;30
Montaña y Escalada;Valores absolutos;Mujeres;2015;25
Montaña y Escalada;Valores absolutos;Mujeres;2014;26
Montaña y Escalada;Valores absolutos;Mujeres;2013;20
Montaña y Escalada;Valores absolutos;Mujeres;2012;17
Montaña y Escalada;Valores absolutos;Mujeres;2011;15
Montaña y Escalada;Valores absolutos;Mujeres;2010;8
Montaña y Escalada;Valores absolutos;Mujeres;2009;6
Montaña y Escalada;Valores absolutos;Mujeres;2008;7
Montaña y Escalada;Valores absolutos;Mujeres;2007;6
Montaña y Escalada;Valores absolutos;Mujeres;2006;0
Montaña y Escalada;Valores absolutos;Mujeres;2005;2
Montaña y Escalada;Porcentaje;TOTAL;2024;100,0
Montaña y Escalada;Porcentaje;TOTAL;2023;100,0
Montaña y Escalada;Porcentaje;TOTAL;2022;100,0
Montaña y Escalada;Porcentaje;TOTAL;2021;100,0
Montaña y Escalada;Porcentaje;TOTAL;2020;100,0
Montaña y Escalada;Porcentaje;TOTAL;2019;100,0
Montaña y Escalada;Porcentaje;TOTAL;2018;100,0
Montaña y Escalada;Porcentaje;TOTAL;2017;100,0
Montaña y Escalada;Porcentaje;TOTAL;2016;100,0
Montaña y Escalada;Porcentaje;TOTAL;2015;100,0
Montaña y Escalada;Porcentaje;TOTAL;2014;100,0
Montaña y Escalada;Porcentaje;TOTAL;2013;100,0
Montaña y Escalada;Porcentaje;TOTAL;2012;100,0
Montaña y Escalada;Porcentaje;TOTAL;2011;100,0
Montaña y Escalada;Porcentaje;TOTAL;2010;100,0
Montaña y Escalada;Porcentaje;TOTAL;2009;100,0
Montaña y Escalada;Porcentaje;TOTAL;2008;100,0
Montaña y Escalada;Porcentaje;TOTAL;2007;100,0
Montaña y Escalada;Porcentaje;TOTAL;2006;100,0
Montaña y Escalada;Porcentaje;TOTAL;2005;100,0
Montaña y Escalada;Porcentaje;Hombres;2024;56,2
Montaña y Escalada;Porcentaje;Hombres;2023;56,5
Montaña y Escalada;Porcentaje;Hombres;2022;54,3
Montaña y Escalada;Porcentaje;Hombres;2021;52,5
Montaña y Escalada;Porcentaje;Hombres;2020;53,0
Montaña y Escalada;Porcentaje;Hombres;2019;56,8
Montaña y Escalada;Porcentaje;Hombres;2018;56,0
Montaña y Escalada;Porcentaje;Hombres;2017;59,0
Montaña y Escalada;Porcentaje;Hombres;2016;60,5
Montaña y Escalada;Porcentaje;Hombres;2015;59,0
Montaña y Escalada;Porcentaje;Hombres;2014;55,2
Montaña y Escalada;Porcentaje;Hombres;2013;58,3
Montaña y Escalada;Porcentaje;Hombres;2012;60,5
Montaña y Escalada;Porcentaje;Hombres;2011;55,9
Montaña y Escalada;Porcentaje;Hombres;2010;66,7
Montaña y Escalada;Porcentaje;Hombres;2009;71,4
Montaña y Escalada;Porcentaje;Hombres;2008;66,7
Montaña y Escalada;Porcentaje;Hombres;2007;66,7
Montaña y Escalada;Porcentaje;Hombres;2006;100,0
Montaña y Escalada;Porcentaje;Hombres;2005;60,0
Montaña y Escalada;Porcentaje;Mujeres;2024;43,8
Montaña y Escalada;Porcentaje;Mujeres;2023;43,5
Montaña y Escalada;Porcentaje;Mujeres;2022;45,7
Montaña y Escalada;Porcentaje;Mujeres;2021;47,5
Montaña y Escalada;Porcentaje;Mujeres;2020;47,0
Montaña y Escalada;Porcentaje;Mujeres;2019;43,2
Montaña y Escalada;Porcentaje;Mujeres;2018;44,0
Montaña y Escalada;Porcentaje;Mujeres;2017;41,0
Montaña y Escalada;Porcentaje;Mujeres;2016;39,5
Montaña y Escalada;Porcentaje;Mujeres;2015;41,0
Montaña y Escalada;Porcentaje;Mujeres;2014;44,8
Montaña y Escalada;Porcentaje;Mujeres;2013;41,7
Montaña y Escalada;Porcentaje;Mujeres;2012;39,5
Montaña y Escalada;Porcentaje;Mujeres;2011;44,1
Montaña y Escalada;Porcentaje;Mujeres;2010;33,3
Montaña y Escalada;Porcentaje;Mujeres;2009;28,6
Montaña y Escalada;Porcentaje;Mujeres;2008;33,3
Montaña y Escalada;Porcentaje;Mujeres;2007;33,3
Montaña y Escalada;Porcentaje;Mujeres;2006;0,0
Montaña y Escalada;Porcentaje;Mujeres;2005;40,0
Motociclismo;Valores absolutos;TOTAL;2024;141
Motociclismo;Valores absolutos;TOTAL;2023;143
Motociclismo;Valores absolutos;TOTAL;2022;148
Motociclismo;Valores absolutos;TOTAL;2021;121
Motociclismo;Valores absolutos;TOTAL;2020;123
Motociclismo;Valores absolutos;TOTAL;2019;106
Motociclismo;Valores absolutos;TOTAL;2018;97
Motociclismo;Valores absolutos;TOTAL;2017;98
Motociclismo;Valores absolutos;TOTAL;2016;86
Motociclismo;Valores absolutos;TOTAL;2015;85
Motociclismo;Valores absolutos;TOTAL;2014;101
Motociclismo;Valores absolutos;TOTAL;2013;132
Motociclismo;Valores absolutos;TOTAL;2012;128
Motociclismo;Valores absolutos;TOTAL;2011;107
Motociclismo;Valores absolutos;TOTAL;2010;107
Motociclismo;Valores absolutos;TOTAL;2009;97
Motociclismo;Valores absolutos;TOTAL;2008;68
Motociclismo;Valores absolutos;TOTAL;2007;66
Motociclismo;Valores absolutos;TOTAL;2006;37
Motociclismo;Valores absolutos;TOTAL;2005;40
Motociclismo;Valores absolutos;Hombres;2024;124
Motociclismo;Valores absolutos;Hombres;2023;126
Motociclismo;Valores absolutos;Hombres;2022;131
Motociclismo;Valores absolutos;Hombres;2021;106
Motociclismo;Valores absolutos;Hombres;2020;110
Motociclismo;Valores absolutos;Hombres;2019;94
Motociclismo;Valores absolutos;Hombres;2018;85
Motociclismo;Valores absolutos;Hombres;2017;91
Motociclismo;Valores absolutos;Hombres;2016;79
Motociclismo;Valores absolutos;Hombres;2015;78
Motociclismo;Valores absolutos;Hombres;2014;95
Motociclismo;Valores absolutos;Hombres;2013;124
Motociclismo;Valores absolutos;Hombres;2012;120
Motociclismo;Valores absolutos;Hombres;2011;100
Motociclismo;Valores absolutos;Hombres;2010;100
Motociclismo;Valores absolutos;Hombres;2009;91
Motociclismo;Valores absolutos;Hombres;2008;64
Motociclismo;Valores absolutos;Hombres;2007;62
Motociclismo;Valores absolutos;Hombres;2006;35
Motociclismo;Valores absolutos;Hombres;2005;37
Motociclismo;Valores absolutos;Mujeres;2024;17
Motociclismo;Valores absolutos;Mujeres;2023;17
Motociclismo;Valores absolutos;Mujeres;2022;17
Motociclismo;Valores absolutos;Mujeres;2021;15
Motociclismo;Valores absolutos;Mujeres;2020;13
Motociclismo;Valores absolutos;Mujeres;2019;12
Motociclismo;Valores absolutos;Mujeres;2018;12
Motociclismo;Valores absolutos;Mujeres;2017;7
Motociclismo;Valores absolutos;Mujeres;2016;7
Motociclismo;Valores absolutos;Mujeres;2015;7
Motociclismo;Valores absolutos;Mujeres;2014;6
Motociclismo;Valores absolutos;Mujeres;2013;8
Motociclismo;Valores absolutos;Mujeres;2012;8
Motociclismo;Valores absolutos;Mujeres;2011;7
Motociclismo;Valores absolutos;Mujeres;2010;7
Motociclismo;Valores absolutos;Mujeres;2009;6
Motociclismo;Valores absolutos;Mujeres;2008;4
Motociclismo;Valores absolutos;Mujeres;2007;4
Motociclismo;Valores absolutos;Mujeres;2006;2
Motociclismo;Valores absolutos;Mujeres;2005;3
Motociclismo;Porcentaje;TOTAL;2024;100,0
Motociclismo;Porcentaje;TOTAL;2023;100,0
Motociclismo;Porcentaje;TOTAL;2022;100,0
Motociclismo;Porcentaje;TOTAL;2021;100,0
Motociclismo;Porcentaje;TOTAL;2020;100,0
Motociclismo;Porcentaje;TOTAL;2019;100,0
Motociclismo;Porcentaje;TOTAL;2018;100,0
Motociclismo;Porcentaje;TOTAL;2017;100,0
Motociclismo;Porcentaje;TOTAL;2016;100,0
Motociclismo;Porcentaje;TOTAL;2015;100,0
Motociclismo;Porcentaje;TOTAL;2014;100,0
Motociclismo;Porcentaje;TOTAL;2013;100,0
Motociclismo;Porcentaje;TOTAL;2012;100,0
Motociclismo;Porcentaje;TOTAL;2011;100,0
Motociclismo;Porcentaje;TOTAL;2010;100,0
Motociclismo;Porcentaje;TOTAL;2009;100,0
Motociclismo;Porcentaje;TOTAL;2008;100,0
Motociclismo;Porcentaje;TOTAL;2007;100,0
Motociclismo;Porcentaje;TOTAL;2006;100,0
Motociclismo;Porcentaje;TOTAL;2005;100,0
Motociclismo;Porcentaje;Hombres;2024;87,9
Motociclismo;Porcentaje;Hombres;2023;88,1
Motociclismo;Porcentaje;Hombres;2022;88,5
Motociclismo;Porcentaje;Hombres;2021;87,6
Motociclismo;Porcentaje;Hombres;2020;89,4
Motociclismo;Porcentaje;Hombres;2019;88,7
Motociclismo;Porcentaje;Hombres;2018;87,6
Motociclismo;Porcentaje;Hombres;2017;92,9
Motociclismo;Porcentaje;Hombres;2016;91,9
Motociclismo;Porcentaje;Hombres;2015;91,8
Motociclismo;Porcentaje;Hombres;2014;94,1
Motociclismo;Porcentaje;Hombres;2013;93,9
Motociclismo;Porcentaje;Hombres;2012;93,8
Motociclismo;Porcentaje;Hombres;2011;93,5
Motociclismo;Porcentaje;Hombres;2010;93,5
Motociclismo;Porcentaje;Hombres;2009;93,8
Motociclismo;Porcentaje;Hombres;2008;94,1
Motociclismo;Porcentaje;Hombres;2007;93,9
Motociclismo;Porcentaje;Hombres;2006;94,6
Motociclismo;Porcentaje;Hombres;2005;92,5
Motociclismo;Porcentaje;Mujeres;2024;12,1
Motociclismo;Porcentaje;Mujeres;2023;11,9
Motociclismo;Porcentaje;Mujeres;2022;11,5
Motociclismo;Porcentaje;Mujeres;2021;12,4
Motociclismo;Porcentaje;Mujeres;2020;10,6
Motociclismo;Porcentaje;Mujeres;2019;11,3
Motociclismo;Porcentaje;Mujeres;2018;12,4
Motociclismo;Porcentaje;Mujeres;2017;7,1
Motociclismo;Porcentaje;Mujeres;2016;8,1
Motociclismo;Porcentaje;Mujeres;2015;8,2
Motociclismo;Porcentaje;Mujeres;2014;5,9
Motociclismo;Porcentaje;Mujeres;2013;6,1
Motociclismo;Porcentaje;Mujeres;2012;6,3
Motociclismo;Porcentaje;Mujeres;2011;6,5
Motociclismo;Porcentaje;Mujeres;2010;6,5
Motociclismo;Porcentaje;Mujeres;2009;6,2
Motociclismo;Porcentaje;Mujeres;2008;5,9
Motociclismo;Porcentaje;Mujeres;2007;6,1
Motociclismo;Porcentaje;Mujeres;2006;5,4
Motociclismo;Porcentaje;Mujeres;2005;7,5
Motonáutica;Valores absolutos;TOTAL;2024;5
Motonáutica;Valores absolutos;TOTAL;2023;5
Motonáutica;Valores absolutos;TOTAL;2022;5
Motonáutica;Valores absolutos;TOTAL;2021;5
Motonáutica;Valores absolutos;TOTAL;2020;5
Motonáutica;Valores absolutos;TOTAL;2019;3
Motonáutica;Valores absolutos;TOTAL;2018;3
Motonáutica;Valores absolutos;TOTAL;2017;3
Motonáutica;Valores absolutos;TOTAL;2016;3
Motonáutica;Valores absolutos;TOTAL;2015;3
Motonáutica;Valores absolutos;TOTAL;2014;2
Motonáutica;Valores absolutos;TOTAL;2013;1
Motonáutica;Valores absolutos;TOTAL;2012;1
Motonáutica;Valores absolutos;TOTAL;2011;1
Motonáutica;Valores absolutos;TOTAL;2010;1
Motonáutica;Valores absolutos;TOTAL;2009;8
Motonáutica;Valores absolutos;TOTAL;2008;19
Motonáutica;Valores absolutos;TOTAL;2007;19
Motonáutica;Valores absolutos;TOTAL;2006;4
Motonáutica;Valores absolutos;TOTAL;2005;5
Motonáutica;Valores absolutos;Hombres;2024;4
Motonáutica;Valores absolutos;Hombres;2023;4
Motonáutica;Valores absolutos;Hombres;2022;4
Motonáutica;Valores absolutos;Hombres;2021;4
Motonáutica;Valores absolutos;Hombres;2020;3
Motonáutica;Valores absolutos;Hombres;2019;2
Motonáutica;Valores absolutos;Hombres;2018;2
Motonáutica;Valores absolutos;Hombres;2017;2
Motonáutica;Valores absolutos;Hombres;2016;2
Motonáutica;Valores absolutos;Hombres;2015;2
Motonáutica;Valores absolutos;Hombres;2014;1
Motonáutica;Valores absolutos;Hombres;2013;1
Motonáutica;Valores absolutos;Hombres;2012;1
Motonáutica;Valores absolutos;Hombres;2011;1
Motonáutica;Valores absolutos;Hombres;2010;1
Motonáutica;Valores absolutos;Hombres;2009;8
Motonáutica;Valores absolutos;Hombres;2008;18
Motonáutica;Valores absolutos;Hombres;2007;18
Motonáutica;Valores absolutos;Hombres;2006;4
Motonáutica;Valores absolutos;Hombres;2005;5
Motonáutica;Valores absolutos;Mujeres;2024;1
Motonáutica;Valores absolutos;Mujeres;2023;1
Motonáutica;Valores absolutos;Mujeres;2022;1
Motonáutica;Valores absolutos;Mujeres;2021;1
