Federación;Competiciones;periodo;Total
Ciclismo;Competiciones estatales: Campeonatos de España;2007;12
Ciclismo;Competiciones estatales: Campeonatos de España;2006;16
Ciclismo;Competiciones estatales: Campeonatos de España;2005;16
Ciclismo;Competiciones estatales: Otros;2024;21
Ciclismo;Competiciones estatales: Otros;2023;21
Ciclismo;Competiciones estatales: Otros;2022;21
Ciclismo;Competiciones estatales: Otros;2021;21
Ciclismo;Competiciones estatales: Otros;2020;15
Ciclismo;Competiciones estatales: Otros;2019;17
Ciclismo;Competiciones estatales: Otros;2018;17
Ciclismo;Competiciones estatales: Otros;2017;16
Ciclismo;Competiciones estatales: Otros;2016;17
Ciclismo;Competiciones estatales: Otros;2015;17
Ciclismo;Competiciones estatales: Otros;2014;16
Ciclismo;Competiciones estatales: Otros;2013;10
Ciclismo;Competiciones estatales: Otros;2012;9
Ciclismo;Competiciones estatales: Otros;2011;8
Ciclismo;Competiciones estatales: Otros;2010;8
Ciclismo;Competiciones estatales: Otros;2009;8
Ciclismo;Competiciones estatales: Otros;2008;10
Ciclismo;Competiciones estatales: Otros;2007;10
Ciclismo;Competiciones estatales: Otros;2006;12
Ciclismo;Competiciones estatales: Otros;2005;12
Ciclismo;Competiciones internacionales: Total;2024;102
Ciclismo;Competiciones internacionales: Total;2023;101
Ciclismo;Competiciones internacionales: Total;2022;91
Ciclismo;Competiciones internacionales: Total;2021;68
Ciclismo;Competiciones internacionales: Total;2020;27
Ciclismo;Competiciones internacionales: Total;2019;92
Ciclismo;Competiciones internacionales: Total;2018;71
Ciclismo;Competiciones internacionales: Total;2017;69
Ciclismo;Competiciones internacionales: Total;2016;66
Ciclismo;Competiciones internacionales: Total;2015;73
Ciclismo;Competiciones internacionales: Total;2014;52
Ciclismo;Competiciones internacionales: Total;2013;46
Ciclismo;Competiciones internacionales: Total;2012;52
Ciclismo;Competiciones internacionales: Total;2011;50
Ciclismo;Competiciones internacionales: Total;2010;42
Ciclismo;Competiciones internacionales: Total;2009;40
Ciclismo;Competiciones internacionales: Total;2008;42
Ciclismo;Competiciones internacionales: Total;2007;48
Ciclismo;Competiciones internacionales: Total;2006;38
Ciclismo;Competiciones internacionales: Total;2005;47
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2024;31
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2023;31
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2022;29
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2021;24
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2020;11
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2019;21
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2018;21
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2017;21
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2016;18
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2015;17
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2014;16
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2013;15
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2012;17
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2011;17
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2010;16
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2009;15
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2008;15
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2007;16
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2006;15
Ciclismo;Competiciones internacionales: Campeonatos del mundo;2005;15
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2024;26
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2023;26
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2022;21
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2021;19
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2020;8
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2019;18
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2018;17
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2017;16
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2016;17
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2015;17
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2014;12
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2013;12
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2012;12
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2011;12
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2010;10
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2009;10
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2008;10
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2007;11
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2006;9
Ciclismo;Competiciones internacionales: Campeonatos de Europa;2005;9
Ciclismo;Competiciones internacionales: Otros;2024;45
Ciclismo;Competiciones internacionales: Otros;2023;44
Ciclismo;Competiciones internacionales: Otros;2022;41
Ciclismo;Competiciones internacionales: Otros;2021;25
Ciclismo;Competiciones internacionales: Otros;2020;8
Ciclismo;Competiciones internacionales: Otros;2019;53
Ciclismo;Competiciones internacionales: Otros;2018;33
Ciclismo;Competiciones internacionales: Otros;2017;32
Ciclismo;Competiciones internacionales: Otros;2016;31
Ciclismo;Competiciones internacionales: Otros;2015;39
Ciclismo;Competiciones internacionales: Otros;2014;24
Ciclismo;Competiciones internacionales: Otros;2013;19
Ciclismo;Competiciones internacionales: Otros;2012;23
Ciclismo;Competiciones internacionales: Otros;2011;21
Ciclismo;Competiciones internacionales: Otros;2010;16
Ciclismo;Competiciones internacionales: Otros;2009;15
Ciclismo;Competiciones internacionales: Otros;2008;17
Ciclismo;Competiciones internacionales: Otros;2007;21
Ciclismo;Competiciones internacionales: Otros;2006;14
Ciclismo;Competiciones internacionales: Otros;2005;23
Colombicultura;TOTAL;2024;4
Colombicultura;TOTAL;2023;4
Colombicultura;TOTAL;2022;4
Colombicultura;TOTAL;2021;2
Colombicultura;TOTAL;2020;1
Colombicultura;TOTAL;2019;4
Colombicultura;TOTAL;2018;4
Colombicultura;TOTAL;2017;4
Colombicultura;TOTAL;2016;4
Colombicultura;TOTAL;2015;4
Colombicultura;TOTAL;2014;4
Colombicultura;TOTAL;2013;4
Colombicultura;TOTAL;2012;4
Colombicultura;TOTAL;2011;4
Colombicultura;TOTAL;2010;4
Colombicultura;TOTAL;2009;4
Colombicultura;TOTAL;2008;4
Colombicultura;TOTAL;2007;4
Colombicultura;TOTAL;2006;4
Colombicultura;TOTAL;2005;4
Colombicultura;Competiciones estatales: Total;2024;4
Colombicultura;Competiciones estatales: Total;2023;4
Colombicultura;Competiciones estatales: Total;2022;4
Colombicultura;Competiciones estatales: Total;2021;2
Colombicultura;Competiciones estatales: Total;2020;1
Colombicultura;Competiciones estatales: Total;2019;4
Colombicultura;Competiciones estatales: Total;2018;4
Colombicultura;Competiciones estatales: Total;2017;4
Colombicultura;Competiciones estatales: Total;2016;4
Colombicultura;Competiciones estatales: Total;2015;4
Colombicultura;Competiciones estatales: Total;2014;4
Colombicultura;Competiciones estatales: Total;2013;4
Colombicultura;Competiciones estatales: Total;2012;4
Colombicultura;Competiciones estatales: Total;2011;4
Colombicultura;Competiciones estatales: Total;2010;4
Colombicultura;Competiciones estatales: Total;2009;4
Colombicultura;Competiciones estatales: Total;2008;4
Colombicultura;Competiciones estatales: Total;2007;4
Colombicultura;Competiciones estatales: Total;2006;4
Colombicultura;Competiciones estatales: Total;2005;4
Colombicultura;Competiciones estatales: Ligas;2024;0
Colombicultura;Competiciones estatales: Ligas;2023;0
Colombicultura;Competiciones estatales: Ligas;2022;0
Colombicultura;Competiciones estatales: Ligas;2021;0
Colombicultura;Competiciones estatales: Ligas;2020;0
Colombicultura;Competiciones estatales: Ligas;2019;0
Colombicultura;Competiciones estatales: Ligas;2018;0
Colombicultura;Competiciones estatales: Ligas;2017;0
Colombicultura;Competiciones estatales: Ligas;2016;0
Colombicultura;Competiciones estatales: Ligas;2015;0
Colombicultura;Competiciones estatales: Ligas;2014;0
Colombicultura;Competiciones estatales: Ligas;2013;0
Colombicultura;Competiciones estatales: Ligas;2012;0
Colombicultura;Competiciones estatales: Ligas;2011;0
Colombicultura;Competiciones estatales: Ligas;2010;0
Colombicultura;Competiciones estatales: Ligas;2009;0
Colombicultura;Competiciones estatales: Ligas;2008;0
Colombicultura;Competiciones estatales: Ligas;2007;0
Colombicultura;Competiciones estatales: Ligas;2006;0
Colombicultura;Competiciones estatales: Ligas;2005;0
Colombicultura;Competiciones estatales: Campeonatos de España;2024;2
Colombicultura;Competiciones estatales: Campeonatos de España;2023;2
Colombicultura;Competiciones estatales: Campeonatos de España;2022;2
Colombicultura;Competiciones estatales: Campeonatos de España;2021;1
Colombicultura;Competiciones estatales: Campeonatos de España;2020;1
Colombicultura;Competiciones estatales: Campeonatos de España;2019;2
Colombicultura;Competiciones estatales: Campeonatos de España;2018;2
Colombicultura;Competiciones estatales: Campeonatos de España;2017;2
Colombicultura;Competiciones estatales: Campeonatos de España;2016;2
Colombicultura;Competiciones estatales: Campeonatos de España;2015;2
Colombicultura;Competiciones estatales: Campeonatos de España;2014;2
Colombicultura;Competiciones estatales: Campeonatos de España;2013;2
Colombicultura;Competiciones estatales: Campeonatos de España;2012;2
Colombicultura;Competiciones estatales: Campeonatos de España;2011;2
Colombicultura;Competiciones estatales: Campeonatos de España;2010;2
Colombicultura;Competiciones estatales: Campeonatos de España;2009;2
Colombicultura;Competiciones estatales: Campeonatos de España;2008;2
Colombicultura;Competiciones estatales: Campeonatos de España;2007;2
Colombicultura;Competiciones estatales: Campeonatos de España;2006;1
Colombicultura;Competiciones estatales: Campeonatos de España;2005;2
Colombicultura;Competiciones estatales: Otros;2024;2
Colombicultura;Competiciones estatales: Otros;2023;2
Colombicultura;Competiciones estatales: Otros;2022;2
Colombicultura;Competiciones estatales: Otros;2021;1
Colombicultura;Competiciones estatales: Otros;2020;0
Colombicultura;Competiciones estatales: Otros;2019;2
Colombicultura;Competiciones estatales: Otros;2018;2
Colombicultura;Competiciones estatales: Otros;2017;2
Colombicultura;Competiciones estatales: Otros;2016;2
Colombicultura;Competiciones estatales: Otros;2015;2
Colombicultura;Competiciones estatales: Otros;2014;2
Colombicultura;Competiciones estatales: Otros;2013;2
Colombicultura;Competiciones estatales: Otros;2012;2
Colombicultura;Competiciones estatales: Otros;2011;2
Colombicultura;Competiciones estatales: Otros;2010;2
Colombicultura;Competiciones estatales: Otros;2009;2
Colombicultura;Competiciones estatales: Otros;2008;2
Colombicultura;Competiciones estatales: Otros;2007;2
Colombicultura;Competiciones estatales: Otros;2006;3
Colombicultura;Competiciones estatales: Otros;2005;2
Colombicultura;Competiciones internacionales: Total;2024;0
Colombicultura;Competiciones internacionales: Total;2023;0
Colombicultura;Competiciones internacionales: Total;2022;0
Colombicultura;Competiciones internacionales: Total;2021;0
Colombicultura;Competiciones internacionales: Total;2020;0
Colombicultura;Competiciones internacionales: Total;2019;0
Colombicultura;Competiciones internacionales: Total;2018;0
Colombicultura;Competiciones internacionales: Total;2017;0
Colombicultura;Competiciones internacionales: Total;2016;0
Colombicultura;Competiciones internacionales: Total;2015;0
Colombicultura;Competiciones internacionales: Total;2014;0
Colombicultura;Competiciones internacionales: Total;2013;0
Colombicultura;Competiciones internacionales: Total;2012;0
Colombicultura;Competiciones internacionales: Total;2011;0
Colombicultura;Competiciones internacionales: Total;2010;0
Colombicultura;Competiciones internacionales: Total;2009;0
Colombicultura;Competiciones internacionales: Total;2008;0
Colombicultura;Competiciones internacionales: Total;2007;0
Colombicultura;Competiciones internacionales: Total;2006;0
Colombicultura;Competiciones internacionales: Total;2005;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2024;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2023;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2022;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2021;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2020;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2019;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2018;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2017;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2016;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2015;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2014;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2013;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2012;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2011;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2010;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2009;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2008;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2007;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2006;0
Colombicultura;Competiciones internacionales: Campeonatos del mundo;2005;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2024;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2023;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2022;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2021;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2020;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2019;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2018;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2017;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2016;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2015;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2014;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2013;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2012;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2011;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2010;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2009;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2008;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2007;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2006;0
Colombicultura;Competiciones internacionales: Campeonatos de Europa;2005;0
Colombicultura;Competiciones internacionales: Otros;2024;0
Colombicultura;Competiciones internacionales: Otros;2023;0
Colombicultura;Competiciones internacionales: Otros;2022;0
Colombicultura;Competiciones internacionales: Otros;2021;0
Colombicultura;Competiciones internacionales: Otros;2020;0
Colombicultura;Competiciones internacionales: Otros;2019;0
Colombicultura;Competiciones internacionales: Otros;2018;0
Colombicultura;Competiciones internacionales: Otros;2017;0
Colombicultura;Competiciones internacionales: Otros;2016;0
Colombicultura;Competiciones internacionales: Otros;2015;0
Colombicultura;Competiciones internacionales: Otros;2014;0
Colombicultura;Competiciones internacionales: Otros;2013;0
Colombicultura;Competiciones internacionales: Otros;2012;0
Colombicultura;Competiciones internacionales: Otros;2011;0
Colombicultura;Competiciones internacionales: Otros;2010;0
Colombicultura;Competiciones internacionales: Otros;2009;0
Colombicultura;Competiciones internacionales: Otros;2008;0
Colombicultura;Competiciones internacionales: Otros;2007;0
Colombicultura;Competiciones internacionales: Otros;2006;0
Colombicultura;Competiciones internacionales: Otros;2005;0
Colombófila;TOTAL;2024;20
Colombófila;TOTAL;2023;18
Colombófila;TOTAL;2022;17
Colombófila;TOTAL;2021;17
Colombófila;TOTAL;2020;8
Colombófila;TOTAL;2019;29
Colombófila;TOTAL;2018;27
Colombófila;TOTAL;2017;27
Colombófila;TOTAL;2016;27
Colombófila;TOTAL;2015;32
Colombófila;TOTAL;2014;22
Colombófila;TOTAL;2013;26
Colombófila;TOTAL;2012;29
